name,year,content,
"Skjærvø, Oktor",1983,"Kirdir’s vision: translation and analysis, 【Archäologische Mitteilungen aus Iran】 16, 1983 [publ. 1985], pp. 269-306.",
"Skjærvø, Oktor",1983,"【Review】: W. Sundermann, 【Mitteliranische manichäische Texte kirchengeschicht- lichen Inhalts mit einem Appendix von N. Sims-Williams】, Berliner Turfantexte XI, Berlin, 1981, in【Zeitschrift für die Kunde des Morgenlandes】 133/2, 1983, pp. 453-454.",
"Skjærvø, Oktor",1983,"【Review】: M. Macuch, 【Das Sasanidische Rechtsbuch ”Mātakdān-i Hazār Dātistān” (Teil II)】, Wiesbaden, 1981, in 【JRAS】, 1983, pp. 112-113.",
"Skjærvø, Oktor",1983,"【Review】: H. W. Bailey, 【Khotanese Buddhist Texts】, revised edition, Cambridge, 1981, in 【JRAS】, 1983, pp. 120-121.",
"Skjærvø, Oktor",1983,"【Review】: W. Meid and K. Heller, 【Italienische Interferenzen in der lautlichen Struktur des Zimbrischen】, Vienna, 1979, in 【Beiträge zur Namensforschung】, N.F., 18.2, 1983, 220-223.",
"Skjærvø, Oktor",1983,"【Review】: J. Narten, 【Die Aəša Spəṇtas im Avesta,】 Wiesbaden, 1982, in 【Kratylos】 28, 1983 [1984], pp. 77-81.",
"Skjærvø, Oktor",1984,"Farnah : mot mède en vieux-perse?【 Bulletin de la Société Linguistique】 79, 1984, pp. 241-259.",
"Skjærvø, Oktor",1984,"On the editing of Khotanese Buddhist texts, in 【Middle Iranian Studies. Proceedings of the Interna- tional Symposium organized by the Katholieke Universiteit Leuven from the 17th to the 20th of May 1982】, ed. by W. Skalmowski and A. van Tongerloo, Louvain, 1984, pp. 151-158.",
"Skjærvø, Oktor",1984,"【Review】: P. Gignoux and R. Gyselen, 【Sceaux sasanides de diverses collections privées 】in 【JRAS】, 1984, p. 142.",
"Skjærvø, Oktor",1984,"【Review】: R. E. Emmerick, 【A Guide to the Literature of Khotan】, Tokyo, The Reiyukai Library, 1979, in【Orientalistische Literaturzeitung】 66, 1984, no. 3, 298-300.",
"Skjærvø, Oktor",1985,"Khotanese 【v-】 < Old Iranian 【*dw-】, 【BSOAS】 48/1, 1985, pp. 60-73.",
"Skjærvø, Oktor",1986,"Thematic and linguistic parallels in the Achaemenian and Sassanian inscriptions, in 【Papers in Honour of Professor Mary Boyce 】II, Acta Iranica 25, Leiden, 1985, pp. 593-603.",
"Skjærvø, Oktor",1986,"Remarks on the Old Persian verbal system,【Münchener Studien zur Sprachwissenschaft】 45, 1985, pp. 211-227 (= Festgabe für K. Hoffmann).",
"Skjærvø, Oktor",1986,"【Review】: K. Roehrborn and W. Veenker, eds., 【Sprachen des Buddhismus in Zentralasian. Vorträge ...,】Wiesbaden, 198-, in 【BSOAS】 48/1, 1985.",
"Skjærvø, Oktor",1986,"【Studia Grammatica Iranica. Festschrift für Helmut Humbach】, ed., with R. Schmitt, Munich, 1986 (Münchener Studien zur Sprachwissenschaft, Beiheft 13, N.F.).",
"Skjærvø, Oktor",1986,"Khotanese fragments of the 【Vimalakīrtinirdeśasūtra】,   in 【Kalyānamitrāragaṇam】. 【Essays in Honour of N. Simonsson】, Uppsala, 1986, pp. 229-260.",
"Skjærvø, Oktor",1986,"Verbs in Parthian and Middle Persian inscriptions, in 【Studia Grammatica Iranica】. 【Festschrift für Helmut Humbach】, ed. by R. Schmitt and P. O. Skjærvø, Munich, 1986, 425-439.",
"Skjærvø, Oktor",1986,"A fragment of a column with a Pahlavi funerary inscription, in Ursula Seidl, 【Iranische Denkmäler】, Lief. 12: 【Iranische Felsreliefs】 H: 【Die elamischen Felsreliefs von Kūrāngūn und Naqš-e Rustam, mit einem Anhang von P. O. Skjærvø】, Berlin, 1986, 25.",
"Skjærvø, Oktor",1986,"Ard Yašt, in the 【Encyclopædia Iranica】 II/4, 1986, 355-356.",
"Skjærvø, Oktor",1986,"【Review】: Z. Taraf, 【Der Awesta Text Niyāyiš】, Munich, 1981, in 【Orientalistische Literaturzeitung】 81, 1986, no. 5, 502.",
"Skjærvø, Oktor",1987,"【Studies in the Vocabulary of Khotanese】 II, with R. E. Emmerick, Vienna, 1987 (171 pp.).",
"Skjærvø, Oktor",1987,"Aša. Old Persian Arta, in the 【Encyclopædia Iranica】 II/7, 1987, 696.",
"Skjærvø, Oktor",1987,"Aši in the Younger Avesta, in the【 Encyclopædia Iranica】 II/7, 1987, 752.",
"Skjærvø, Oktor",1987,"The legend of Aśoka in Khotanese, in the 【Encyclopædia Iranica】 II/7, 1987, 782-83.",
"Skjærvø, Oktor",1987,"The legend of Aśoka and the founding of Khotan, in the 【Encyclopædia Iranica】 II/7-8, 1987, 783-85.",
"Skjærvø, Oktor",1987,"On the Tumshuqese Karmavācanā, 【JRAS】, 1987, pp. 77-90 1987.",
"Skjærvø, Oktor",1987,"Āsrēštār, in the 【Encyclopædia Iranica】 II/8, 1987, pp. 801-802.",
"Skjærvø, Oktor",1987,"Aštād yašt, in the 【Encyclopædia Iranica】 II/8, 1987, p. 826.",
"Skjærvø, Oktor",1987,"Aswār, in the 【Encyclopædia Iranica】 II/8, 1987, p. 877.",
"Skjærvø, Oktor",1987,"Ašdahā i. In Old and Middle Iranian, in the 【Encyclopædia Iranica】 III/1, 1987, pp. 191-199.",
"Skjærvø, Oktor",1987,"【Review】: 【Orientalia Jacques Duchesne-Guillemin Emerito Oblata】, Acta Iranica 23, Leiden, 1984, in 【BSOAS】 50/2, 1987, pp. 379-382.",
"Skjærvø, Oktor",1988,"Bag nask, in the 【Encyclopædia Iranica】 III/4, 1988, pp. 400-401.",
"Skjærvø, Oktor",1988,"Bagān yašt, in the 【Encyclopædia Iranica】 III/4, 1988, pp. 406.",
"Skjærvø, Oktor",1988,"The Khotanese Hṛdayasūtra, in 【A Green Leaf. Papers in Honour of J. P. Asmussen】, Acta Iranica, Leiden, 1988, pp. 157-71.",
"Skjærvø, Oktor",1988,"Bardesanes, in the 【Encyclopædia Iranica】 III/7-8, 1988, pp. 780-85.",
"Skjærvø, Oktor",1988,"Bariš nask, in the 【Encyclopædia Iranica】 III/8, 1988, pp. 799-800. .",
"Skjærvø, Oktor",1988,"Barsom yašt, in the 【Encyclopædia Iranica】 III/8, 1988, p. 827.",
"Skjærvø, Oktor",1988,"Baškardi, in the 【Encyclopædia Iranica】 III/8, 1988, pp. 846-850.",
"Skjærvø, Oktor",1988,"【Review】: K. Kamioka et al., Lārestāni Studies 1-2, Tokyo, 1979, 1986, 【in Journal of the American Oriental Society】 108/2, 1988, pp. 325-326.",
"Skjærvø, Oktor",1988,"【Review】:  H.  Hoffmann-L.  Sander:  Kleinere  Sanskrit-Texte  Heft  V.  Bruchstücke  des  Āṭānāṭikasūtra  aus dem zentralasiatischen Sanskritkanon der Budhiste. Nachtrag zu ”Kleinere Sanskrit-Texte,” Hefte III-V” zusammengestellt von Lore Sander. Stuttgart, 1987, in 【JRAS】, 1988, pt. 2, pp. 428-429.",
"Skjærvø, Oktor",1989,"Languages of Southeast Iran: Lārestānī, Kumzārī, Baškardī,” in 【Compendium Linguarum Iranicarum】, ed. R. Schmitt, Wiesbaden 1989, pp. 363-369.",
"Skjærvø, Oktor",1989,"Modern East Iranian Languages, in 【Compendium Linguarum Iranicarum】, ed. R. Schmitt, Wiesbaden 1989, pp. 370-383.",
"Skjærvø, Oktor",1989,"“Pashto,” in 【Compendium Linguarum Iranicarum】, ed. R. Schmitt, Wiesbaden 1989, pp. 384-410.",
"Skjærvø, Oktor",1989,"Yidgha and Munǰī, in 【Compendium Linguarum Iranicarum】, ed. R. Schmitt, Wiesbaden 1989, pp. 411- 416.",
"Skjærvø, Oktor",1989,"Verbal ideograms and the imperfect in Middle Persian and Parthian, in 【Études irano-aryennes offertes à Gilbert Lazard】, Studia Iranica, cahier 7, 1989, pp. 333-54.",
"Skjærvø, Oktor",1989,"Buddhism. iii. Buddhist literature in Khotanese and Tumshuqese, in: 【Encyclopædia Iranica】 IV/5, 1989, pp. 499-505. With R. E. Emmerick.",
"Skjærvø, Oktor",1989,"【Review】: Ph. Gignoux, 【Noms propres sassanides en moyen-perse épigraphique, Iranisches Personenna- menbuch】 II/2, ed. M. Mayrhofer and R. Schmitt, Vienna, 1986, in 【Journal of the American Oriental Society】 109/1, 1989, pp. 127-129.",
"Skjærvø, Oktor",1990,"Bun-xānag, in: 【Encyclopædia Iranica】 IV/5, 1990, p. 551.",
"Skjærvø, Oktor",1990,"A Copy of the Hajiabad inscription in the Babylonian Collection, Yale, in 【Bulletin of the Asia Institute. In Honor of R. N. Frye】 4, 1990 [1991], pp. 289-93.",
"Skjærvø, Oktor",1990,"【Review】: G. Bossong, 【Empirische Universalienforschung. Differenzielle Objektmarkierung in den neuiranischen Sprachen, Tübingen】, 1985, in Kratylos 34, 1989 [1990], pp. 65-71.",
"Skjærvø, Oktor",1990,"【Review】: F. Vahman, 【Ardā Wirāz Nāmag. The Iranian ‘Divina Commedia’】, Scandianavian Institute of Asian Studies Monograph Series no. 53, in 【Iranian Studies. Journal of The Society for Iranian Studies】 21/3-4, 1988 [1990], pp. 192-194.",
"Skjærvø, Oktor",1990,"【Review】: A. Sh. Shahbazi, ed., 【Old Persian inscriptions of the Persepolis platform】, Corpus Inscriptionum Iranicarum I, I, portf. 1, pls. i-xlviii, London, 1985, in: 【Bulletin of the Asia Institute 】3, 1989, pp. 121-22.",
"Skjærvø, Oktor",1990,"【Review】: H. S. Nyberg, 【Frahang i pahlavīk,】 Wiesbaden, 1988, in: Kratylos 35, 1990, pp. 95-99.",
"Skjærvø, Oktor",1990,"【Review】. A. Degener, 【Khotanische Sufﬁxe】, Stuttgart, 1989, in: 【Kratylos 】35, 1990, pp. 99-102.",
"Skjærvø, Oktor",1990,"【Review】: W. Eilers, 【Die Mundart von Sîvänd】, Stuttgart, 1988, in: 【Journal of the American Oriental Society】 110/4, 1990, pp. 787-88.",
"Skjærvø, Oktor",1991,"【The Gāthās of Zarathushtra and the Other Old Avestan Texts】. By H. Humbach in collaboration with J. Elfenbein and P. O. Skjærvø. 2 vols. Heidelberg, 1991.",
"Skjærvø, Oktor",1991,"【Middle Persian anād, anānd】, in 【Corolla Iranica】, in R. E. Emmerick and D. Weber, eds., 【papers in honour of Prof. D. N. MacKenzie on the occasion of his 65th birthday on April 8th, 1991】, Frankfurt, etc., 1991, pp. 190-97.",
"Skjærvø, Oktor",1991,"Chinese-Iranian Relations. viii. Persian Language and Literature in China: Iranian words in Chinese texts, in: 【Encyclopædia Iranica】 V/5, 1991, pp. 449-52.",
"Skjærvø, Oktor",1991,"Chinese Turkestan. ii. In Pre-Islamic Times, in: 【Encyclopædia Iranica 】V/5, 1991, pp. 463-69. With V. Mair.",
"Skjærvø, Oktor",1991,"Chinese Turkestan. ii. In Pre-Islamic Times: Iranian Religious Terms in Pre-Islamic Central Asia and Inner Asia, in: 【Encyclopædia Iranica】 V/5, 1991, pp. 469-71.",
"Skjærvø, Oktor",1991,"Class System. i. In the Avesta, in:【 Encyclopædia Iranica 】V/6, 1991, pp. 650-51.",
"Skjærvø, Oktor",1991,"Kings of Khotan in the Eighth Century, in 【Histoire et cultes de l’Asie centrale préislamique】, Paris, 1991, pp. 255-78.",
"Skjærvø, Oktor",1991,"Ysenikām, in 【Studia Etymologica Indoeuropaea  Memoriae A. J. van Windekens (1915-1989) dicata】, ed. L. Isebaert, Louvain, 1991 [1992], pp. 281-84.",
"Skjærvø, Oktor",1991,"A new edition of the Khwarezmian phrases in the 【Qunyat al-munya】, 【BSOAS】 54/3, 1991, pp. 496-505 (review of D. N. MacKenzie, 【The Khwarezmian Element in the】 Qunyat al-Munya. Arabic text translated by Hasan Amaarat and D. N. MacKenzie, School of Oriental and African Studies, University of London. 1990).",
"Skjærvø, Oktor",1991,"【Review】: G. Buddruss, 【Aus dem Leben eines jungen Balutschen von ihm selbst erzählt】, Stuttgart, 1988, in: 【Journal of the American Oriental Society】 111/1, 1991, pp. 198-99.",
"Skjærvø, Oktor",1991,"【Review】: J. Kellens-E. Pirart, 【Les textes vieil-avestiques】 I, Wiesbaden, 1988, in: 【Journal of the American Oriental Society】 111/3, 1991, pp. 659-62.",
"Skjærvø, Oktor",1991,"【Review】: M. Alram, Nomina propria iranica in nummis, Iranisches Personennamenbuch IV, ed. M. Mayrhofer and R. Schmitt, Vienna, 1986, in Indo-Iranian Journal 34/2, 1991, pp. 131-35.",
"Skjærvø, Oktor",1991,"【Review】: K. Hoffmann-J. Narten, 【Der Sasanidische Archetypus】, Wiesbaden, 1989, in: 【Kratylos】 36, 1991, pp. 104-09.",
"Skjærvø, Oktor",1991,"【Review: La langue Wakhi】. Vol. 1. 【Corpus de littérature orale】. By A. L. Grünberg, I.. M. Steblin-Ka- mensky. Edited and translated by Dominique Indjoudjian. Vol. 2. 【Essai grammatical et dictionnaire wakhi-français】. Edited and translated by Dominique Indjoudjian after A. L. Grünberg, I.. M. Steblin- Kamensky. Followed by Dictionnaire français-wakhi. Compiled by Larissa Kydyrbaiéva. Paris: Éditions de la Maison des sciences de l’homme. Textes de recherche, 1988, in 【JAOS】 111.4, 1991, pp. 800- 801.",
"Skjærvø, Oktor",1992,"L’inscription d’Abn¨n et l’imparfait en moyen-perse, 【Studia Iranica 】21/2, 1992, pp. 153-60.",
"Skjærvø, Oktor",1992,"A Seal-Amulet of the Sasanian Era: Imagery and Typology, the Inscription, and Technical Comments:II. The Inscription in 【Bulletin of the Asia Institute】 6, 1992 [Dec. 1993], pp. 49-56. With P. O. Harper et al.",
"Skjærvø, Oktor",1992,"【Review】: J. Benzing: 【Chwaresmischer Wortindex. Mit einer Einleitung von Helmut Humbach. Herausgegeben von Zahra Taraf】. Wiesbaden, 1983, in 【ZDMG 】142/1, 1992, 175-85.",
"Skjærvø, Oktor",1993,"The Earliest Datable Inscription on a Sasanian Bowl: Two Silver Bowls in the J. Paul Getty Museum, Bulletin of the Asia Institute 7, 1993 [1994], pp. 181-192. With P. O. Harper (rec’d 8/8/94).",
"Skjærvø, Oktor",1993,"【Review】: Ph. Gignoux, Les quatre inscriptions du Mage Kirdīr. Textes et concordances. (Collection des sources pour l’histoire de l’Asie centrale pré-islamique, sér. II, vol. I = Studia Iranica, cahier 9). Union Académique internationale. Association pour l’avancement des études iraniennes, Paris, 1991, in Biblio- theca Orientalis, 5/6, Sept.-Nov., 1993, cols. 690-700 (rec’d 7/20/94).",
"Skjærvø, Oktor",1994,"Achaemenid【*Vispašiyātiš ~ Sasanian Wispšād】, Studia Iranica 23, 1994, pp. 79-80.",
"Skjærvø, Oktor",1994,"Venus and the Buddha, or How Many Steps to Nirvana? Buddhist Elements in Manichean Literature, in【 Iranian and Indo-European Studies. Memorial Volume Otakar Klíma】, ed. P. Vavrouπek, Praha: enigma corporation, 1994, pp. 239-254.",
"Skjærvø, Oktor",1994,"【Review】: A Green Leaf. Papers in Honour of Professor Jes P. Asmussen, Acta Iranica 28, Leiden, 1988, in 【Journal of the American Oriental Society】 114/2, 1994, pp. 270-273.",
"Skjærvø, Oktor",1994,"【Review】: E. M. Yamauchi, 【Persia and the Bible】, Grand Rapids, Michigan, 1990, in 【Journal of the American Oriental Society】 114/3, 1994, pp. 499-504.",
"Skjærvø, Oktor",1995,"Iranian Elements in Manicheism. A Comparative Contrastive Approach. Irano-Manichaica I, in R. Gyselen, ed., 【Au carrefour des religions. Hommages à Philippe Gignoux】, Res Orientales 7, Paris, 1995, pp. 263-284.",
"Skjærvø, Oktor",1995,"Middle Eastern Literature: Persian, in C. J. Summers, ed., 【The Gay and Lesbian Literary Heritage. A Reader's Companion to the the Writers and Their Works, From Antiquity to the Present】, Henry Holt and Company: New York, 1995, pp. 485-486.",
"Skjærvø, Oktor",1995,"【Review】: Philip Huyse, 【Iranische Namen in Nebenüberlieferungen indogermanischer Sprachen, fasc. 6a: Iranische Namen in den griechischen Dokumenten Ägyptens】, Iranisches Personennamenbuch, ed. M. Mayrhofer-R. Schmitt. Band V. Österreichische Akademie der Wissenschaften. Phil.-hist. Kl. Sonderpublikationen der Iranischen Kommission. Vienna, 1990, in 【Journal of the American Oriental Society】 115/3, 1995, pp. 554-555.",
"Skjærvø, Oktor",1995,"【Review】: N. Sims-Williams and J. Hamilton, 【Documents turco-sogdiens】 ..., in BSOAS 58/3, 1995, pp. 563-565.",
"Skjærvø, Oktor",1995,"【Review】: F. M. Kotwal and Ph. G. Kreyenbroek, ed. and tr., 【The Hērbedestān and Nērangestān, vol. 1: Hērbedestān】, with contributions by J. R. Russell. Studia Iranica Cahier 10. Paris, 1992, in 【Journal of the American Oriental Society】 115/4, 1995, pp. 711-713.",
"Skjærvø, Oktor",1996,"Of Lice and Men, in R. Söhnen-Thieme and O. v.Hinüber, eds., Festschrift George Buddruss ... (SII 19), Reinbek, 1994, pp. 269-286.",
"Skjærvø, Oktor",1996,"The Avesta as Source for the Early History of the Iranians, in G. Erdosy, ed., 【The Indo-Aryans of Ancient South Asia】, Berlin-New York: Walter de Gruyter, 1995, pp. 155-176.",
"Skjærvø, Oktor",1996,"Iranian alphabets derived from Aramaic, in P. T. Daniels and W. Bright, eds., 【The World’s Writing Systems】, New York-Oxford: Oxford University Press, 1996, pp. 515-535.",
"Skjærvø, Oktor",1996,"Iranian Epic and the Manichean 【Book of Giants】. Irano-Manichaica III,” AOASH 48/1-2 = E. Jeremias, ed., 【Zsigismond Telegdi Memorial Volume】, Budapest, 1995 [1997], pp. 187-223.",
"Skjærvø, Oktor",1996,"Hymnic Composition in the Avesta, 【Die Sprache】 36/2, 1994, pp. 199-243.",
"Skjærvø, Oktor",1996,"Iranian Languages, in R. S. Simon, P. Mattar, and R. W. Bulliet, eds., 【Encyclopaedia of the Modern Middle East】, London, etc., 1996, pp. pp. 875-876.",
"Skjærvø, Oktor",1996,"【Review】: G. Gnoli and A. Panaino, eds., 【Proceedings of the First European Conference of Iranian Studies held in Turin, September 7th-11th, 1987 by the Societas Iranologica Europaea】. Part 1: 【Old and Middle Iranian Studies. Part 2: Middle and New Iranian Studies. Serie Orientale Roma. Vol. 67,1. Rome: Istituto Italiano per il Medio ed Estremo Oriente, 1990, in 【Bulletin of the Asia Institute】 8, 1994, pp. 3319- 323.",
"Skjærvø, Oktor",1996,"【Review】: Ph. Gignoux and A. Tafazzoli, eds., 【Anthologie de Z˝dspram. Édition critique du texte pehlevi traduit et commenté】. Studia Iraniaca, cahier 13, Paris: Association pour l’avancement des études iraniennes, 1993, in Bulletin of the Asia Institute 8, 1994, pp. 327.",
"Skjærvø, Oktor",1996,"【Review】: C. Huashan, S. Gaulier, M. Maillard, and G. Pinault, 【Sites divers de la région de Koutcha】. Mission Paul Pelliot. Documents conservés au Musée Guimet et à la Bibliothèque Nationale. Documents Archéologiques VIII. Paris, Collège de France. Institut d’Asie. Centre de recherche sur l’Asie centrale et la haute Asie, 1987, in 【Bulletin of the Asia Institute】 8, 1994, pp. 330-331.",
"Skjærvø, Oktor",1996,"【Review】: 【Medioiranica. Proceedings of the International Colloquium Organized by the Katholieke Universiteit Leuven from the 21st to the 23rd of May 1990】, ed. by W. Skalmowski and A. van Tongerloo, Leuven, 1993, in Kratylos 41, 1996 [1997], pp. 107-114.",
"Skjærvø, Oktor",1997,"【Studies in the Vocabulary of Khotanese】 III, with R. E. Emmerick, Vienna, 1997.",
"Skjærvø, Oktor",1997,"【Zarathustra in the Avesta and in Manicheism. Irano-Manichaica III., in 【La Persia e l’Asia centrale da Alessandro al X secolo ... (Roma, 9-12 novembre 1994)】, Roma: Academia Nazionale dei Lincei, 1996 [1997], pp. 597-628.",
"Skjærvø, Oktor",1997,"The Literature of the Most Ancient Iranians, in S. J. H. Manekshaw and P. R. Ichaporia, eds., 【Proceedings of the Second North American Gatha Conference. Houston, Texas, 1996】, The Journal of the Research and Historical Preservation Committee 2, 1996 [1997], pp. 221-235.",
"Skjærvø, Oktor",1997,"The State of Old-Avestan Scholarship,【 JAOS】 117/1, 1997, pp. 103-114 [rev. article of J. Kellens-E. Pirart, 【Les textes vieil-avestiques】, vols. 2-3, Paris, 1990, 1991; J. Kellens, 【Le panthéon de lAvesta ancien】, Paris, 1994].",
"Skjærvø, Oktor",1997,"Avestica I. A Perfect Participle, vaox《v》åŋhō, 【JAOS】 117/1, 1997, pp. 145-147.",
"Skjærvø, Oktor",1997,"Counter-Manichean  Elements  in  Kerdīr’s  Inscriptions.    Irano-Manichaica  II, in  L.  Cirillo  and  A. v.Tongerloo, eds., 【Atti del Terzo Congresso Internazionale di Studi “Manicheismo e Oriente cristiano antico,” Arcavacata di Rende-Amantea 31 agosto - 5 settembre 1993】 (Manichean Studies III), Louvain and Naples: Brepols, 1997, pp. 313-342.",
"Skjærvø, Oktor",1997,"The Manichean Polemical Hymns in M 28 I, 【Bulletin of the Asia Institute】 9, 1995 [1997], pp. 239-255.",
"Skjærvø, Oktor",1997,"On the Middle Persian Imperfect, in E. Pirart, ed., 【Syntaxe des Langues Indo-iraniennes anciennes. Colloque International, Sitges (Barcelona) 4-5 mai 1993】, Aula Orientalis Supplementa 6, Barcelona: Editorial AUSA, 1997, pp. 161-188.",
"Skjærvø, Oktor",1997,"Aramaic in Iran, 【ARAM】7 (【Palmyra and the Aramaeans】), 1995 [1997/98], pp. 283-318.",
"Skjærvø, Oktor",1997,"Uses of Clay Bullae in Sasanian Iran: Bullae in the Rosen and Museum of Fine Arts Collections, in R. Gyselen, ed., 【Sceaux d’Orient et leur emploi 】(Res Orientales X), Bures-sur-Yvette: Groupe pour l’Étude de la Civilisation du Moyen-Orient, 1997, pp. 67-78. With J.A. Lerner.",
"Skjærvø, Oktor",1997,"【Review】: A. Panaino 【Tištrya. Part II. The Iranian Myth of the Star Sirius】, Rome, 1995, in 【JAOS】 117/1, 1997, pp. 215-216.",
"Skjærvø, Oktor",1997,"【Review】: 【Der Zamyād-Yašt:  Edition, Übersetzung, Kommentar】.  By Almut Hintze.  Beiträge zur Iranistik, vol. 15. Wiesbaden: Dr. Ludwig Reichert Verlag, 1994, 【JAOS】 117.3, 1997, pp. 610-612.",
"Skjærvø, Oktor",1998,"Eastern Iranian Epic Traditions I. Siyāvaš and Kunāla,” in J. Jasanoff, H.C. Melchert, and L. Oliver, eds., 【Mír Curad. Studies in Honor of Calvert】 Watkins, Innsbruck, 1998 (Innsbr. Beitr. z.Sprachwiss. 92), pp. 645-658.",
"Skjærvø, Oktor",1998,"Royalty in Early Iranian Literature, in 【Proceedings of the Third European Conference of Iranian Studies ... Cambridge ... 1995】, Wiesbaden: Reichert, 1998, pp. 99-107.",
"Skjærvø, Oktor",1998,"The Middle Persian Inscription from Meshkinshahr, in 【Studies in Honor of Vladimir A. Livshits】, Bulletin of the Asia Institute 10, 1996 [1998], pp. 53-61. With. R. N. Frye.",
"Skjærvø, Oktor",1998,"Avestica II. Yokes and Spades and Remnants of the “Tripartite Ideology”, 【Münchener Studien zur Sprachwissenschaft】 57, 1997 [1998], pp. 115-128.",
"Skjærvø, Oktor",1998,"On a collection of Sasanian seals in Christie’s New York, catalog of Antiquities. Friday 18 Decemberr 1998, pp. 106-107.",
"Skjærvø, Oktor",1998,"【Review】: Kellens, Jean: 【Liste du verbe avestique avec un appendice sur l’orthographe des racines avestiques par Eric Pirart】,Wiesbaden: Dr. Ludwig Reichert Verlag, 1995, in 【Kratylos】 43, 1998, pp. 190- 191.",
"Skjærvø, Oktor",1998;1999,"Eastern Iranian Epic Traditions II. Rostam  and  Bhīṣma, 【AcOrHung】 51, 1998 [1999], pp. 159-170.",
"Skjærvø, Oktor",1999,"Avestan Quotations in Old Persian? in S. Shaked and A. Netzer, eds.,【 Irano-Judaica】 IV, Jerusalem, 1999, pp. 1-64.",
