name,year,content,
"Bailey, H.W.",1938,"【Vajra-prajñā-pāramitā】, 【ZDMG】, XCII, 2-3, 1938, 579-93, 605-6.",
"Bailey, H.W.",1939,"Addendum to Hvatanica Ⅲ, 【BSOS】, Ⅸ, pp. 521 ff.’, 【BSOS】, Ⅸ, 4, 1939, 859-60.",
"Bailey, H.W.",1939,"The Jātaka-stava of Jñānayaśas, 【BSOS】, ix, 4, 1939, 851-9.",
"Bailey, H.W.",1939,"Khotanese names, in S. M. Katre and P. K. Gode (ed.) : 【A volume of Eastern and Indian studies presented to Professor F. W. Thomas on his 72nd birthday, 21st March 1939】. (【New Indian Antiquary】. Extra Series, i.) Bombay : Karnatak Publishing House, [1939], 1-3.",
"Bailey, H.W.",1939,"The Rāma story in Khotanese, 【JAOS】, LIX, 4, 1939, 460-8.",
"Bailey, H.W.",1939,"Turks in Khotanese texts, 【JRAS】, 1939, 1, 85-91.",
"Bailey, H.W.",1939,"【Review】: J. Nobel, 【Suvarṇabhāsottamasūtra. Das Goldglanz-Sūtra, ein Sanskrittext des Mahāyāna-Buddhismus】, Leipzig, 1937, in 【BSOS】, IX, 4, 1939, pp. 1054-5.",
"Bailey, H.W.",1939,"【Review】: G. Morgenstierne, 【Indo-Iranian Frontier Languages. Vol. II. Iranian Pamir Languages】, Oslo, 1938, in 【BSOS】 ,IX, 4, 1939, pp. 1057-8.",
"Bailey, H.W.",1939,"【Review】: J. Duchesne-Guillemin,【 Les Composҳs de l’Avesta, Liége】, 1936, in JRAS, 1939, I, pp. 112-7",
"Bailey, H.W.",1940,"Rāma[, Ⅰ] , 【BSOS】, Ⅹ, 2, 1940, 365-76.",
"Bailey, H.W.",1940,"Rāma, Ⅱ, 【BSOAS】, Ⅹ, 3, 1940, 559-98.",
"Bailey, H.W.",1940,"【Ttāgutta】, 【BSOAS】, Ⅹ, 3, 1940, 599-605.",
"Bailey, H.W.",1942,"Hvatanica, Ⅳ, 【BSOAS】, x, 4, 1942, 886-924.",
"Bailey, H.W.",1942,"Kaṇaiska, 【JRAS】, 1942, 1, 14-28.",
"Bailey, H.W.",1942,"【Review】: É. Benveniste, 【Codices Sogdiani,Copenhagen】, 1940, in 【BSOAS】, X, 4, 1942, pp. 1020-1.",
"Bailey, H.W.",1942,"【Review】: S. Konow, 【A Medical Text in Khotanese, Ch II 003 of the India Office Library with translation and vocabulary】, Oslo, 1941, in 【BSOAS】, X, 4, 1942, pp. 1021-3.",
"Bailey, H.W.",1943,"【Afsānah-hāy-i nārt】, 【Rūzgār-i Nō】, Ⅱ, 4, 1943, 56-61",
"Bailey, H.W.",1943,"Caucasica, 【JRAS】, 1943, 1-2, 1-5.",
"Bailey, H.W.",1943,"Iranica, 【BSOAS】, Ⅺ, 1, 1943, 1-5.",
"Bailey, H.W.",1943,"【Zoroastrian problems in the ninth-century books】. (Ratanbai Katrak Lectures.) vii, 235 pp. Oxford : Clarendon Press, 1943.",
"Bailey, H.W.",1944,"【Adabiyyāt wa zabān-hāy-i qafqāzā】, 【Rūzgār-i Nō】, Ⅲ, 4, 1944, 68-75.",
"Bailey, H.W.",1944,"The colophon of the 【Jātaka-stava】, 【Journal of the Greater India Society】, Ⅺ, 1, 1944, 10-12.",
"Bailey, H.W.",1944,"A Turkish-Khotanese vocabulary, 【BSOAS】, Ⅺ, 2, 1944, 290-6.",
"Bailey, H.W.",1945,"Asica, 【TPS】, 1945, [pub.] 1946, 1-38.",
"Bailey, H.W.",1945,"The Khotan 【Dharmapada】, 【BSOAS】, Ⅺ, 3, 1945, 488-512.",
"Bailey, H.W.",1945,"(ed.) : 【Khotanese texts, Ⅰ】, x, 257 pp. Cambridge : University Press, 1945.",
"Bailey, H.W.",1945," 【Kishwar-i Khutan】, 【Rūzgār-i Nō】, Ⅳ, 3, 1945, 46-55.",
"Bailey, H.W.",1946,"Gāndhārī, 【BSOAS】, Ⅺ, 4, 1946, 764-97.",
"Bailey, H.W.",1946,"【Kāñcanasāra】, in D. R. Bhandarkar and others (ed.) : 【B. C. Law volume. Part Ⅱ. Edited by D. R. Bhandarkar, K. A. Nilakanta Sastri, B. M. Barua, B. K. Ghosh, P. K. Gode】. Poona : Bhandarkar Oriental Research Institute, 1946, 11-13.",
"Bailey, H.W.",1946,"Supplementary note to Asica, 【TPS】, 1946, [pub.] 1947, 202-6.",
"Bailey, H.W.",1947,"Recent work in “Tokharian”, 【TPS】, 1947, [pub.] 1948, 126-53.",
"Bailey, H.W.",1948,"Irano-Indica[, Ⅰ] ’, 【BSOAS】, Ⅻ, 2, 1948, 319-32.",
"Bailey, H.W.",1948,"The seven princes, 【BSOAS】, Ⅻ, 3-4, 1948, 616-24.",
"Bailey, H.W.",1949,"【Candra】 and 【caṇḍa】, 【JRAS】, 1949, 1-2, 2-4.",
"Bailey, H.W.",1949,"A Khotanese text concerning the Turks in Kanṭṣou, 【AM】, NS, Ⅰ, 1, 1949, 28-52.",
"Bailey, H.W.",1949,"The present state of Khotanese studies, in 【Actes du XXI《e》 Congrès International des Orientalistes, Paris, 23-31 juillet 1948】. Paris : Société Asiatique de Paris, 1949, 166-7.
",
"Bailey, H.W.",1949,"L’accento in osseto digoron, 【Ricerche Linguistiche】, Ⅰ, 1, 1950, 58-66.",
"Bailey, H.W.",1950,"(joint author) : Digoron word-list, 【BSOAS】, XIII, 2, 1950, 381-8. (By Eugénie J. A. Henderson and H. W. Bailey.)",
"Bailey, H.W.",1950,"Irano-Indica, Ⅲ, 【BSOAS】, XIII, 2, 1950, 389-409.",
"Bailey, H.W.",1950,"A problem of the Kharoṣṭhī script, in D. Winton Thomas (ed.) : 【Essays and studies presented to Stanley Arthur Cook in celebration of his seventy-fifth birthday, 12 April 1948, by members of the Faculties of Divinity and Oriental Languages in the University of Cambridge】. (Cambridge Oriental Series, No. 2.) London : Taylor’s Foreign Press, 1950, 121-3.",
"Bailey, H.W.",1950,"The Tumshuq 【Karmaväcanā】, 【BSOAS】, XIII, 3, 1950, 649-70.",
"Bailey, H.W.",1950,"【Review】: R.G. Kent,【 Old Persian, Grammar, Texts, Lexicon】, New Haven, 1950, in 【JRAS】, 1951, 2, pp. 193-5.",
"Bailey, H.W.",1951,"Irano-Indica, Ⅳ ,【BSOAS】, XIII, 4, 1951, 920-38.",
"Bailey, H.W.",1951,"The Staël-Holstein miscellany, 【AM】, NS, n, 1, 1951, 1-45.",
"Bailey, H.W.",1952,"Kusanica, 【BSOAS】, XIV, 3, 1952, 420-34.",
"Bailey, H.W.",1952,"Analecta indoscythica, I, 【JRAS】, 1953, 3-4, 95-116.",
"Bailey, H.W.",1953,"Ancient Indian literature, in Eric B. Ceadel (ed.) : 【Literatures of the East, an appreciation】. London : John Murray, 1953, 97-130.",
"Bailey, H.W.",1953,"Ariaca, 【BSOAS】, XV, 3, 1953, 530-40.",
"Bailey, H.W.",1953,"(joint author) : Idrisi on Lyonesse, 【Journal of Celtic Studies】, n, 1, 1953, 32-42. (By H. W. Bailey and Alan S. C. Ross.)",
"Bailey, H.W.",1953,"Indo-Iranian studies[—Ⅰ], 【TPS】, 1953, 21-42.",
"Bailey, H.W.",1953,"Medicinal plant names in Uigur Turkish ’, in 【Melanges Fuad Köprülü : 60. doǧum yili münasebetiyle Fuad Köprülü armaǧam】. (Dil ve Tarih-Coǧrafya Fakültesi tarafmdan neşredilmiṣtir.) Istanbul: Osman Yalçin, 1953, 51-6.",
"Bailey, H.W.",1953,"The Persian language, in A. J. Arberry (ed.) : 【The legacy of Persia】. Oxford : Clarendon Press, 1953, 174-98.",
"Bailey, H.W.",1953,"【Review】: J. Filliozat, 【La Doctrine Classique de la Médicine Indienne. Ses Origines et ses Paralléles Grecs】, Paris, 1949, in 【BSOAS】, XV, 3, 1953, pp. 628-9.",
"Bailey, H.W.",1954,"Analecta indoscythica, Ⅱ, 【JRAS】, 1954, 1-2, 26-34.",
"Bailey, H.W.",1954,"Ariana, in Erik Gren and others (ed.) : 【Donum natalicium H. S. Nyberg oblatum 28 mense Dec. 1954. Edendum curaverunt Erik Gren, Bernhard Lewin, Helmer Ringgren, Stig Wikander】. [Uppsala : Almqvist & Wiksell’s Boktryckeri AB, 1954,] 1-16.",
"Bailey, H.W.",1954,"Avestan 【driwi-】, in 【Prof. Jackson memorial volume. Papers on Iranian subjects written by several scholars in honour of the late Prof. A. V. Williams Jackson】. Bombay : K. R. Cama Oriental Institute, 1954, 1-6.",
"Bailey, H.W.",1954,"【Hārahūṇa】, in Johannes Schubert and Ulrich Schneider (ed.) : 【Asiatica : Festschrift Friedrich Weller zum 65. Geburtstag gewidmet von seinen Freunden, Kollegen und Schülern】. Leipzig : Otto Harrassowitz, 1954, 12-21.",
"Bailey, H.W.",1954,"Indo-Iranian studies—Ⅱ, 【TPS】, 1954, [pub.] 1955, 129-56.",
"Bailey, H.W.",1954,"(ed.) : 【Indo-Scythian studies ; being Khotanese texts】, Vol. Ⅱ. x, 134 pp. Cambridge : University Press, 1954.",
"Bailey, H.W.",1954,"An Indo-Scythian version of the 【Kuśa-jātaka】, in Jagan Nath Agrawal and Bhim Dev Shastri (ed.) : 【Sarūpa-bhāratī, or The homage of Indology; being the Dr. Lakshman Sarup memorial volume】. (Vishveshvaranand Institute Publica­tions. Vishveshvaranand Indological Series, 6.) Hoshiarpur : Vishveshvara­nand Vedic Research Institute, 1954, 101-5.",
"Bailey, H.W.",1954,"【Madu】: a contribution to the history of wine，【Tōhō Gakuhō】 (Kyoto), XXV, 1, 1954, 1-11.",
"Bailey, H.W.",1955,"Buddhist Sanskrit, 【JRAS】, 1955, 1-2, 13-24.",
"Bailey, H.W.",1955,"Indica et Iranica, 【Indian Linguistics】, XVI , 1955, 114-19.",
"Bailey, H.W.",1955,"Indo-Iranian studies—Ⅲ ’, 【TPS】, 1955, [pub.] 1956, 55-82.",
"Bailey, H.W.",1955,"Turkish proper names in Khotanese, in 【60. doǧum yili münasebetiyle Zeki Velidi Togan’a armaǧan: Symbolae in honorem Z. V. Togan】. Istanbul: [Maarif Basimevi], 1955, 200-3.",
"Bailey, H.W.",1956,"Armeno-Indoiranica, 【TPS】, 1956, 88-126.",
"Bailey, H.W.",1956,"The early history of the Romani word 【sosten】, 【Journal of the Gypsy Lore Society】, Third Ser., XXXV, 3-4, 1956, 179-80.",
"Bailey, H.W.",1956,"(ed.): 【Indo-Scythian studies ; being Khotanese texts, Vol. III】. viii, 140 pp. Cambridge : University Press, 1956.",
"Bailey, H.W.",1956,"Iranian 【miṣṣa】, Indian 【bīja】, 【BSOAS】, XVⅢ, 1, 1956, 32-42.",
"Bailey, H.W.",1956,"A title of Kaniṣka, 【Adyar Library Bulletin】 (Madras), XX, 3-4, 1956, 229-33.",
"Bailey, H.W.",1956,"[Transliteration and translation of Pahlavi signatures of witnesses on copper plate preserved in the Old Seminary, Kōṭṭayam,] in L. W. Brown: 【The Indian Christians of St. Thomas : an account of the ancient Syrian Church of Malabar】. Cambridge : University Press, 1956, 87-9",
"Bailey, H.W.",1957,"Adversaria indoiranica, 【BSOAS】, XIX, 1, 1957, 49-57.",
"Bailey, H.W.",1957,"Analecta indoiranica, in S. Radhakrishnan and others (ed.): 【Felicitation volume presented to Professor Sripad Krishna Belvalkar. Edited by S. Radhakrishnan, V. V. Mirashi, R. N. Dandekar, S. K. De, V. Raghavan, A. S. Altekar】. Banaras : Motilal Banarasi Dass, 1957, 1-2.",
"Bailey, H.W.",1957,"Dvārā matīnām, 【BSOAS】, XX, 1957, 41-59.",
"Bailey, H.W.",1957,"Monoeceta vedica, in 【Proceedings of the twenty-third International Congress of Orientalists, Cambridge, 21st~28th August 1954】. London: Royal Asiatic Society, [1957], 227-8.",
"Bailey, H.W.",1957,"A problem of the Indo-Iranian vocabulary, 【Rocznik Orientalistyczny】, XXI, 1957, 59-69",
"Bailey, H.W.",1957,"Rigveda 【rúp-】, Sogdian 【ptrwp】, Sino-Indian Studies (Santiniketan), V, 3-4, 1957, 9-10.",
"Bailey, H.W.",1957,"Veda and Avesta, 【University of Ceylon Review】, XV, 1-2, 1957, 23-35.",
"Bailey, H.W.",1957,"(joint author): Wastel, 【English and Germanic Studies】, VI, 1957,1-29. (By H. W. Bailey and Alan S. C. Ross.)",
"Bailey, H.W.",1958,"Arya[, I] ’, 【BSOAS】, XXI, 3, 1958, 522-45.",
"Bailey, H.W.",1958,"Iranica et Vedica ’, 【IIJ】, II, 2, 1958, 149-57.",
"Bailey, H.W.",1958,"Languages of the Saka ’, 【Handbuch der Orientalistik】, I. Abt., Ⅳ. Bd., Iranistik, 1, Linguistik, 1958, 131-54.",
"Bailey, H.W.",1958,"Miṣṣa suppletum, 【BSOAS】, XXI, 1, 1958, 40-7.",
"Bailey, H.W.",1958,"The new Iranian materials from Turkestan, 【Journal of the K. R. Cama Oriental Institute】, No. 39, 1958, 119-36.",
"Bailey, H.W.",1958,"【Review】: M.J. Dresden, 【The Jātakastava or “Praise of the Buddha’s Former Births""】, Philadelphia, 1955, in 【JRAS】, 1958, I, pp. 104-5.",
"Bailey, H.W.",1959,"Ambages indoiranicae, 【Annali Ist. Or. Napoli, Sez. Ling.】, I, 2, 1959, 113-46.",
"Bailey, H.W.",1959,"Iranian 【arya-】 and 【daha-】, 【TPS】, 1959, [pub.] 1960, 71-115.",
"Bailey, H.W.",1959,"Vijaya Sangrāma, 【AM】, NS, VII, 1-2, 1959, 11-24.",
"Bailey, H.W.",1960,"Arya, II, ’, 【BSOAS】, XXⅢ, 1, 1960, 13-39.",
"Bailey, H.W.",1960,"Indagatio indo-iranica, 【TPS】, 1960, [pub.] 1961, 62-86.",
"Bailey, H.W.",1960,"Indago ariaca , 【Indian Linguistics】, XXI, 1960, 17-22.",
"Bailey, H.W.",1960,"Iranian 【arya-】 and 【daha-】, supplementary note, 【TPS】, 1960, [pub.] 1961, 87-8.",
"Bailey, H.W.",1960,"Mā’hyāra, 【Bulletin of the Deccan College Research Institute】, XX, 1-4, 1960, 276-80.",
"Bailey, H.W.",1960,"Rigvedica, in 【Hommages à Georges Dumézil】. (Collection Latomus, XLV.) Bruxelles, Latomus, 1960, 9-13.",
"Bailey, H.W.",1960;1961;1964;1967,"(ed.) : 【Corpus inscriptionum iranicarum. Part II. Inscriptions of the Seleucid and Parthian period and of eastern Iran and Central Asia. Vol. V. Saka documents. Plates.】 4 portfolios : [viii] pp., 24 plates in each. London : Percy Lund, Humphries and Co. Ltd., 1960, 1961, 1964, 1967.",
"Bailey, H.W.",1961,"Arya, Ⅲ, 【BSOAS】, XXIV, 3, 1961, 470-83.",
"Bailey, H.W.",1961,"Cognates of 【pūjā】, 【Adyar Library Bulletin】 (Madras), XXV, 1-4, 1961, 1-12.",
"Bailey, H.W.",1961,"(ed.): 【Indo-Scythian studies ; being Khotanese texts, Vol. IV】. viii, 192 pp., 2 plates. Cambridge : University Press, 1961.",
"Bailey, H.W.",1961,"A Parthian reference to the Goths, 【English and Germanic Studies】, VII, 1961, 82-3.",
"Bailey, H.W.",1961,"(joint author) : Path, 【TPS】, 1961, 107-42. (By H. W. Bailey and Alan S. C. Ross.)",
"Bailey, H.W.",1961,"【Review】: É. Benveniste, 【Études sur la Langue Osséte】, Paris, 1959, in 【JRAS】, 1961, 1, pp. 53-56.",
"Bailey, H.W.",1962,"The preface to the 【Siddhasāra-śāstra】, in [W. B. Henning and E. Yarshater (ed.)]: 【A locust’s leg: studies in honour of S. H. Taqizadeh】. London : Percy Lund, Humphries and Co. Ltd., 1962, 31-8.",
"Bailey, H.W.",1963,"Sudhana and the 【kinnarī】, 【Bhāratīya Vidyā 】(Bombay), XX-XXI, 1960-1, [pub.] 1963, 192-5.",
"Bailey, H.W.",1963,"The profession of Prince Tcūṃ-ttehi, in Ernest Bender (ed.) : 【Indological studies in honor of W. Norman Brown】. (American Oriental Series, XLVII.) New Haven : American Oriental Society, 1962, 18-22.",
"Bailey, H.W.",1963,"Arya, Ⅳ, 【BSOAS】, XXVI, 1, 1963, 69-91.",
"Bailey, H.W.",1963,"(ed.): 【Indo-Scythian studies ; being Khotanese texts, Vol. V】. xiii, 395pp. Cambridge: University Press, 1963.",
"Bailey, H.W.",1963,"Kāśavittra, in Claus Vogel (ed.) : 【Jñānamuktāvalī: commemoration volume in honour of Johannes Nobel on the occasion of his 70th birthday offered by pupils and colleagues】. (Sarasvati-vihara Series, XXXVⅢ.) New Delhi: International Academy of Indian Culture, 1963, 38-41.",
"Bailey, H.W.",1963,"Romantic literature in early Khotan, in 【Mélanges d’orientalisme offerts à Henri Massé à l’occasion de son 75《ème》 anniversaire】. (Publications de l’Université de Téhéran, No. 843.) Téhéran: Imprimerie de l’Université, 1963, 17-20.",
"Bailey, H.W.",1963,"【Review】: R.L. Turner, 【A Comparative Dictionary of the Indo-Aryan Languages, fasc. 1】, Oxford, 1962, in JGLS, XLII, 1-2, 1963, pp. 68-9.",
"Bailey, H.W.",1963,"【Review】: J. Brough, 【TheGhāndhārī Dharmapada】, Oxford, 1962, in 【JRAS】, 1963, 2, pp. 282-3.",
"Bailey, H.W.",1964,"Lyrical poems of the Sakas, in 【Dr. J. M. Unvala memorial volume】. Bombay : Dr. J. M. Unvala Memorial Volume Sub-Committee, 1964, 1-5.",
"Bailey, H.W.",1964,"Saka miscellany, in 【Indo-Iranica : mélanges présentés à Georg Morgenstierne à l’occasion de son soixante-dixième anniversaire】. Wiesbaden: Otto Harrassowitz, 1964, 8-12.",
"Bailey, H.W.",1964,"Śrī Viśa’ Śūra and the Ta-uang , 【AM】, NS, XI, 1, 1964, 1-26.",
"Bailey, H.W.",1965,"The image in Gaustana, in N. A. Jayawickrama (ed.) : 【Paranavitana felicitation volume on art and architecture and oriental studies presented to Professor Senarat Paranavitana, archaeologist, epigraphist, historian, as a tribute of his colleagues, friends, well-wishers to a lifetime spent in interpreting the culture of a corner of Asia】. [Colombo : M. D. Gunasena and Co., Ltd., 1965,] 33-6.",
"Bailey, H.W.",1965,"Iranian in Armenian, 【Revue des Études Arméniennes】, NS, II, 1965, 1-3.",
"Bailey, H.W.",1965,"A metrical summary of the Saddharma-puṇḍarika-sūtra in Gostana-deśa, 【Bulletin of Tibetology】 (Gangtok, Sikkim), II, 2, 1965, 5-7.",
"Bailey, H.W.",1965,"Vajrayāna texts from Gostana, in 【Studies of esoteric Buddhism and Tantrism in commemoration of the 1150th anniversary of the founding of Koyasan】. Koyasan: Koyasan University, 1965, 27-39.",
"Bailey, H.W.",1965,"Viśa’ Samgrāma, 【AM】, NS, XI, 2, 1965, 101-19.",
"Bailey, H.W.",1966,"The Sudhana poem of Ṛddhiprabhāva, 【BSOAS】, XXIX, 3, 1966, 506-32.",
"Bailey, H.W.",1966,"A tale of Aśoka, 【Bulletin of Tibetology】 (Gangtok, Sikkim), Ⅲ, 3, 1966, 5-11.",
"Bailey, H.W.",1966,"Vāsta, 【Acta Or.】, XXX, 1966, 25-43.",
"Bailey, H.W.",1967,"Altun Khan, 【BSOAS】, XXX, 1, 1967, 95-104.",
"Bailey, H.W.",1967,"(ed.) : 【Indo-Scythian studies; being Khotanese texts, Vol. VI. Prolexis to the book of Zambasta.】xix, 463 pp. Cambridge : University Press, 1967.",
"Bailey, H.W.",1967,"The people of Rustam, in 【Sir J. J. Zarthoshti Madressa centenary volume】. Bombay : Trustees of the Parsi Punchayet, 1967, 1-6.",
"Bailey, H.W.",1967,"Saka 【śśandrāmata】, in Gernot Wiessner (ed.) : 【Festschrift für Wilhelm Eilers : ein Dokument der international Forschung zum 27. September 1966】. Wiesbaden : Otto Harrassowitz, 1967, 136-43.",
"Bailey, H.W.",1967,"Vedic 【garútmant-】, 【Adyar Library Bulletin】 (Madras), XXXI-XXXII, 1967-8, [pub. 1968], 8-11.",
"Bailey, H.W.",1968,"(ed.) :【Corpus inscriptionum iranicarum. Part II. Inscriptions of the Seleucid and Parthian period and of eastern Iran and Central Asia. Vol. V. Saka documents. Text volume】. viii, 129 pp., plate. London : Percy Lund, Humphries and Co. Ltd., 1968.",
"Bailey, H.W.",1968,"Kaniṣka, in A. L. Basham (ed.) : 【Papers on the date of Kaniṣka submitted to the conference on the date of Kaniṣka, London, 20-22 April, 1960】. (Australian National University. Centre of Oriental Studies. Oriental Monograph Series, Vol. Ⅳ.) Leiden : E. J. Brill, 1968, 35-8.",
"Bailey, H.W.",1968,"Ṛgveda 【art-】, 【Annals of the Bhandarkar Oriental Research Institute】 (Poona), XLVⅢ-XLIX, 1968, 71-3.",
